ภาค,จังหวัด,รายการ,รายการย่อย,ประเภทผู้เยี่ยมเยือน,2554,2555,2556,2557,2558,2559,2560,2561,2562,2563,2564,2565
,,,,ชาวไทย,"  1,089.16 ","  1,445.12 ","  1,654.68 ","  1,790.66 ","  2,159.33 ","  2,710.77 ","  3,646.14 ","  4,099.15 ","  4,247.94 ","  2,485.97 ","  1,229.46 ","  2,916.26 "
,,,,ชาวต่างประเทศ,  30.02 ,  65.08 ,  76.38 ,  77.30 ,  91.54 ,  107.70 ,  135.21 ,  152.69 ,  159.00 ,  18.63 ,  6.30 ,  78.05 
,กาญจนบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  5,748,241 ","  5,996,482 ","  6,413,556 ","  6,641,111 ","  7,574,278 ","  8,132,468 ","  8,872,542 ","  9,461,614 ","  9,618,052 ","  6,084,951 ","  4,032,628 ","  11,372,646 "
,,,,ชาวไทย,"  5,478,059 ","  5,636,860 ","  6,049,462 ","  6,269,411 ","  7,170,721 ","  7,709,075 ","  8,408,753 ","  8,973,388 ","  9,121,884 ","  6,004,597 ","  4,028,078 ","  11,289,583 "
,,,,ชาวต่างประเทศ,"  270,182 ","  359,622 ","  364,094 ","  371,700 ","  403,557 ","  423,393 ","  463,789 ","  488,226 ","  496,168 ","  80,354 ","  4,550 ","  83,063 "
,,,จำนวนนักท่องเที่ยว,รวม,"  2,023,346 ","  2,121,636 ","  2,400,692 ","  2,493,161 ","  2,941,596 ","  3,101,452 ","  3,447,736 ","  3,615,805 ","  3,605,616 ","  2,221,457 ","  1,267,877 ","  2,961,859 "
,,,,ชาวไทย,"  1,932,586 ","  1,965,728 ","  2,245,848 ","  2,336,991 ","  2,770,008 ","  2,923,161 ","  3,251,572 ","  3,412,563 ","  3,399,343 ","  2,183,158 ","  1,264,083 ","  2,897,536 "
,,,,ชาวต่างประเทศ,"  90,760 ","  155,908 ","  154,844 ","  156,170 ","  171,588 ","  178,291 ","  196,164 ","  203,242 ","  206,273 ","  38,299 ","  3,794 ","  64,323 "
,,,จำนวนนักทัศนาจร,รวม,"  3,724,895 ","  3,874,846 ","  4,012,864 ","  4,147,950 ","  4,632,682 ","  5,031,016 ","  5,424,806 ","  5,845,809 ","  6,012,436 ","  3,863,494 ","  2,764,751 ","  8,410,787 "
,,,,ชาวไทย,"  3,545,473 ","  3,671,132 ","  3,803,614 ","  3,932,420 ","  4,400,713 ","  4,785,914 ","  5,157,181 ","  5,560,825 ","  5,722,541 ","  3,821,439 ","  2,763,995 ","  8,392,047 "
,,,,ชาวต่างประเทศ,"  179,422 ","  203,714 ","  209,250 ","  215,530 ","  231,969 ","  245,102 ","  267,625 ","  284,984 ","  289,895 ","  42,055 ",  756 ,"  18,740 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  9,100.81 ","  11,910.25 ","  13,416.53 ","  15,265.04 ","  18,945.11 ","  20,790.02 ","  24,440.78 ","  26,796.40 ","  27,883.92 ","  15,631.73 ","  8,963.37 ","  23,881.64 "
,,,,ชาวไทย,"  8,483.06 ","  10,736.41 ","  12,213.73 ","  13,949.87 ","  17,373.22 ","  19,110.67 ","  22,416.07 ","  24,586.80 ","  25,599.79 ","  15,189.44 ","  8,941.74 ","  23,476.08 "
,,,,ชาวต่างประเทศ,  617.75 ,"  1,173.84 ","  1,202.80 ","  1,315.17 ","  1,571.89 ","  1,679.35 ","  2,024.71 ","  2,209.60 ","  2,284.13 ",  442.29 ,  21.63 ,  405.56 
,สุพรรณบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,659,084 ","  1,831,019 ","  1,943,744 ","  2,188,086 ","  2,745,148 ","  2,966,752 ","  3,183,080 ","  3,331,247 ","  3,275,949 ","  1,779,025 ","  1,260,737 ","  3,692,829 "
,,,,ชาวไทย,"  1,647,639 ","  1,815,666 ","  1,927,222 ","  2,168,158 ","  2,721,928 ","  2,941,422 ","  3,155,325 ","  3,302,060 ","  3,246,543 ","  1,773,395 ","  1,259,824 ","  3,676,235 "
,,,,ชาวต่างประเทศ,"  11,445 ","  15,353 ","  16,522 ","  19,928 ","  23,220 ","  25,330 ","  27,755 ","  29,187 ","  29,406 ","  5,630 ",  913 ,"  16,594 "
,,,จำนวนนักท่องเที่ยว,รวม,"  440,332 ","  512,609 ","  562,319 ","  661,193 ","  900,490 ","  945,223 ","  1,036,793 ","  1,067,446 ","  1,068,671 ","  573,736 ","  337,683 ","  788,102 "
,,,,ชาวไทย,"  435,123 ","  506,680 ","  556,068 ","  653,341 ","  891,339 ","  935,512 ","  1,025,847 ","  1,056,115 ","  1,057,015 ","  571,027 ","  337,018 ","  778,076 "
,,,,ชาวต่างประเทศ,"  5,209 ","  5,929 ","  6,251 ","  7,852 ","  9,151 ","  9,711 ","  10,946 ","  11,331 ","  11,656 ","  2,709 ",  665 ,"  10,026 "
,,,จำนวนนักทัศนาจร,รวม,"  1,218,752 ","  1,318,410 ","  1,381,425 ","  1,526,893 ","  1,844,658 ","  2,021,529 ","  2,146,287 ","  2,263,801 ","  2,207,278 ","  1,205,289 ","  923,054 ","  2,904,727 "
,,,,ชาวไทย,"  1,212,516 ","  1,308,986 ","  1,371,154 ","  1,514,817 ","  1,830,589 ","  2,005,910 ","  2,129,478 ","  2,245,945 ","  2,189,528 ","  1,202,368 ","  922,806 ","  2,898,159 "
,,,,ชาวต่างประเทศ,"  6,236 ","  9,424 ","  10,271 ","  12,076 ","  14,069 ","  15,619 ","  16,809 ","  17,856 ","  17,750 ","  2,921 ",  248 ,"  6,568 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  1,707.39 ","  2,110.50 ","  2,378.02 ","  2,961.93 ","  4,168.22 ","  4,584.98 ","  5,207.53 ","  5,687.87 ","  5,717.25 ","  2,774.55 ","  1,636.58 ","  4,680.49 "
,,,,ชาวไทย,"  1,689.63 ","  2,090.36 ","  2,354.95 ","  2,931.48 ","  4,126.08 ","  4,537.66 ","  5,150.51 ","  5,624.52 ","  5,653.47 ","  2,764.65 ","  1,634.76 ","  4,639.74 "
,,,,ชาวต่างประเทศ,  17.76 ,  20.14 ,  23.07 ,  30.45 ,  42.14 ,  47.32 ,  57.02 ,  63.35 ,  63.78 ,  9.90 ,  1.82 ,  40.75 
,นครปฐม,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,888,431 ","  2,557,074 ","  2,647,935 ","  3,016,431 ","  3,115,086 ","  3,679,645 ","  3,921,153 ","  4,177,286 ","  4,229,538 ","  1,714,123 ","  1,004,130 ","  2,951,336 "
,,,,ชาวไทย,"  1,852,746 ","  2,469,500 ","  2,557,466 ","  2,915,611 ","  3,011,331 ","  3,564,887 ","  3,799,108 ","  4,049,526 ","  4,100,834 ","  1,692,906 ","  1,003,386 ","  2,935,407 "
,,,,ชาวต่างประเทศ,"  35,685 ","  87,574 ","  90,469 ","  100,820 ","  103,755 ","  114,758 ","  122,045 ","  127,760 ","  128,704 ","  21,217 ",  744 ,"  15,929 "
,,,จำนวนนักท่องเที่ยว,รวม,"  756,181 ","  826,068 ","  899,491 ","  1,017,379 ","  1,030,318 ","  1,270,063 ","  1,306,444 ","  1,413,480 ","  1,395,958 ","  647,232 ","  344,828 ","  963,933 "
,,,,ชาวไทย,"  740,681 ","  790,547 ","  862,933 ","  976,609 ","  990,257 ","  1,227,313 ","  1,261,769 ","  1,366,689 ","  1,350,249 ","  642,074 ","  344,484 ","  955,541 "
,,,,ชาวต่างประเทศ,"  15,500 ","  35,521 ","  36,558 ","  40,770 ","  40,061 ","  42,750 ","  44,675 ","  46,791 ","  45,709 ","  5,158 ",  344 ,"  8,392 "
,,,จำนวนนักทัศนาจร,รวม,"  1,132,250 ","  1,731,006 ","  1,748,444 ","  1,999,052 ","  2,084,768 ","  2,409,582 ","  2,614,709 ","  2,763,806 ","  2,833,580 ","  1,066,891 ","  659,302 ","  1,987,403 "
,,,,ชาวไทย,"  1,112,065 ","  1,678,953 ","  1,694,533 ","  1,939,002 ","  2,021,074 ","  2,337,574 ","  2,537,339 ","  2,682,837 ","  2,750,585 ","  1,050,832 ","  658,902 ","  1,979,866 "
,,,,ชาวต่างประเทศ,"  20,185 ","  52,053 ","  53,911 ","  60,050 ","  63,694 ","  72,008 ","  77,370 ","  80,969 ","  82,995 ","  16,059 ",  400 ,"  7,537 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  2,016.06 ","  2,972.31 ","  3,283.32 ","  3,847.33 ","  4,041.89 ","  5,033.79 ","  5,549.04 ","  6,135.99 ","  6,201.88 ","  2,460.09 ","  1,381.40 ","  4,122.11 "
,,,,ชาวไทย,"  1,961.60 ","  2,813.17 ","  3,108.27 ","  3,650.90 ","  3,837.42 ","  4,804.55 ","  5,293.64 ","  5,860.14 ","  5,930.60 ","  2,428.51 ","  1,379.96 ","  4,082.59 "
,,,,ชาวต่างประเทศ,  54.46 ,  159.14 ,  175.05 ,  196.43 ,  204.47 ,  229.24 ,  255.40 ,  275.85 ,  271.28 ,  31.58 ,  1.44 ,  39.52 
,สมุทรสาคร,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  818,780 ","  1,033,514 ","  1,124,428 ","  1,313,807 ","  1,410,224 ","  1,443,746 ","  1,510,908 ","  1,557,404 ","  1,515,458 ","  465,739 ","  141,387 ","  560,613 "
,,,,ชาวไทย,"  816,611 ","  1,030,951 ","  1,121,725 ","  1,310,568 ","  1,406,553 ","  1,439,792 ","  1,506,672 ","  1,552,948 ","  1,511,110 ","  464,508 ","  141,189 ","  557,744 "
,,,,ชาวต่างประเทศ,"  2,169 ","  2,563 ","  2,703 ","  3,239 ","  3,671 ","  3,954 ","  4,236 ","  4,456 ","  4,348 ","  1,231 ",  198 ,"  2,869 "
,,,จำนวนนักท่องเที่ยว,รวม,"  351,298 ","  578,895 ","  596,675 ","  690,046 ","  743,723 ","  761,291 ","  776,923 ","  786,698 ","  749,513 ","  232,470 ","  63,819 ","  273,379 "
,,,,ชาวไทย,"  349,573 ","  577,968 ","  595,693 ","  688,881 ","  742,402 ","  759,876 ","  775,430 ","  785,116 ","  747,982 ","  232,169 ","  63,733 ","  272,243 "
,,,,ชาวต่างประเทศ,"  1,725 ",  927 ,  982 ,"  1,165 ","  1,321 ","  1,415 ","  1,493 ","  1,582 ","  1,531 ",  301 ,  86 ,"  1,136 "
,,,จำนวนนักทัศนาจร,รวม,"  467,482 ","  454,619 ","  527,753 ","  623,761 ","  666,501 ","  682,455 ","  733,985 ","  770,706 ","  765,945 ","  233,269 ","  77,568 ","  287,234 "
,,,,ชาวไทย,"  467,038 ","  452,983 ","  526,032 ","  621,687 ","  664,151 ","  679,916 ","  731,242 ","  767,832 ","  763,128 ","  232,339 ","  77,456 ","  285,501 "
,,,,ชาวต่างประเทศ,  444 ,"  1,636 ","  1,721 ","  2,074 ","  2,350 ","  2,539 ","  2,743 ","  2,874 ","  2,817 ",  930 ,  112 ,"  1,733 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,  951.68 ,"  1,417.68 ","  1,644.07 ","  1,967.81 ","  2,177.10 ","  2,305.23 ","  2,478.32 ","  2,630.26 ","  2,488.74 ",  724.03 ,  209.19 ,  918.80 
,,,,ชาวไทย,  945.55 ,"  1,413.42 ","  1,639.92 ","  1,962.84 ","  2,171.39 ","  2,298.89 ","  2,471.28 ","  2,622.22 ","  2,480.99 ",  722.54 ,  208.89 ,  912.69 
,,,,ชาวต่างประเทศ,  6.13 ,  4.26 ,  4.15 ,  4.97 ,  5.71 ,  6.34 ,  7.04 ,  8.04 ,  7.75 ,  1.49 ,  0.30 ,  6.11 
,สมุทรสงคราม,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  802,052 ","  989,005 ","  1,055,985 ","  1,288,422 ","  1,498,471 ","  1,598,052 ","  1,935,160 ","  2,048,721 ","  2,074,134 ","  1,310,927 ","  934,569 ","  4,528,695 "
,,,,ชาวไทย,"  791,009 ","  961,197 ","  1,025,407 ","  1,255,314 ","  1,459,601 ","  1,555,876 ","  1,886,356 ","  1,997,484 ","  2,019,338 ","  1,302,088 ","  933,056 ","  4,504,285 "
,,,,ชาวต่างประเทศ,"  11,043 ","  27,808 ","  30,578 ","  33,108 ","  38,870 ","  42,176 ","  48,804 ","  51,237 ","  54,796 ","  8,839 ","  1,513 ","  24,410 "
,,,จำนวนนักท่องเที่ยว,รวม,"  366,294 ","  432,778 ","  467,563 ","  507,026 ","  582,352 ","  601,819 ","  769,764 ","  797,804 ","  785,420 ","  505,749 ","  237,454 ","  733,381 "
,,,,ชาวไทย,"  365,314 ","  428,908 ","  462,860 ","  502,134 ","  576,635 ","  595,661 ","  761,465 ","  789,029 ","  776,428 ","  502,638 ","  236,977 ","  723,371 "
,,,,ชาวต่างประเทศ,  980 ,"  3,870 ","  4,703 ","  4,892 ","  5,717 ","  6,158 ","  8,299 ","  8,775 ","  8,992 ","  3,111 ",  477 ,"  10,010 "
,,,จำนวนนักทัศนาจร,รวม,"  435,758 ","  556,227 ","  588,422 ","  781,396 ","  916,119 ","  996,233 ","  1,165,396 ","  1,250,917 ","  1,288,714 ","  805,178 ","  697,115 ","  3,795,314 "
,,,,ชาวไทย,"  425,695 ","  532,289 ","  562,547 ","  753,180 ","  882,966 ","  960,215 ","  1,124,891 ","  1,208,455 ","  1,242,910 ","  799,450 ","  696,079 ","  3,780,914 "
,,,,ชาวต่างประเทศ,"  10,063 ","  23,938 ","  25,875 ","  28,216 ","  33,153 ","  36,018 ","  40,505 ","  42,462 ","  45,804 ","  5,728 ","  1,036 ","  14,400 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,  777.05 ,"  1,075.47 ","  1,218.05 ","  1,531.96 ","  1,910.02 ","  2,109.49 ","  2,736.69 ","  3,018.70 ","  3,081.41 ","  1,795.58 ",  994.25 ,"  4,853.45 "
,,,,ชาวไทย,  766.24 ,"  1,044.67 ","  1,181.90 ","  1,491.26 ","  1,860.16 ","  2,053.19 ","  2,665.03 ","  2,939.46 ","  2,996.46 ","  1,778.83 ",  992.02 ,"  4,805.93 "
,,,,ชาวต่างประเทศ,  10.81 ,  30.80 ,  36.15 ,  40.70 ,  49.86 ,  56.30 ,  71.66 ,  79.24 ,  84.95 ,  16.75 ,  2.23 ,  47.52 
,เพชรบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  4,949,167 ","  5,010,666 ","  5,380,663 ","  5,700,319 ","  5,923,321 ","  6,156,485 ","  8,721,981 ","  9,064,796 ","  8,958,499 ","  5,082,177 ","  3,432,614 ","  8,996,695 "
,,,,ชาวไทย,"  4,667,153 ","  4,605,913 ","  4,947,844 ","  5,253,509 ","  5,449,838 ","  5,677,776 ","  8,195,132 ","  8,518,179 ","  8,410,769 ","  4,979,044 ","  3,429,678 ","  8,944,696 "
,,,,ชาวต่างประเทศ,"  282,014 ","  404,753 ","  432,819 ","  446,810 ","  473,483 ","  478,709 ","  526,849 ","  546,617 ","  547,730 ","  103,133 ","  2,936 ","  51,999 "
,,,จำนวนนักท่องเที่ยว,รวม,"  2,122,115 ","  2,371,963 ","  2,579,894 ","  2,738,996 ","  2,827,527 ","  2,879,954 ","  4,100,592 ","  4,208,356 ","  4,179,954 ","  2,532,207 ","  1,619,280 ","  3,701,674 "
,,,,ชาวไทย,"  1,892,823 ","  2,081,091 ","  2,268,399 ","  2,418,437 ","  2,485,260 ","  2,532,156 ","  3,715,501 ","  3,810,545 ","  3,779,556 ","  2,447,485 ","  1,616,721 ","  3,663,941 "
,,,,ชาวต่างประเทศ,"  229,292 ","  290,872 ","  311,495 ","  320,559 ","  342,267 ","  347,798 ","  385,091 ","  397,811 ","  400,398 ","  84,722 ","  2,559 ","  37,733 "
,,,จำนวนนักทัศนาจร,รวม,"  2,827,052 ","  2,638,703 ","  2,800,769 ","  2,961,323 ","  3,095,794 ","  3,276,531 ","  4,621,389 ","  4,856,440 ","  4,778,545 ","  2,549,970 ","  1,813,334 ","  5,295,021 "
,,,,ชาวไทย,"  2,774,330 ","  2,524,822 ","  2,679,445 ","  2,835,072 ","  2,964,578 ","  3,145,620 ","  4,479,631 ","  4,707,634 ","  4,631,213 ","  2,531,559 ","  1,812,957 ","  5,280,755 "
,,,,ชาวต่างประเทศ,"  52,722 ","  113,881 ","  121,324 ","  126,251 ","  131,216 ","  130,911 ","  141,758 ","  148,806 ","  147,332 ","  18,411 ",  377 ,"  14,266 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  13,357.41 ","  16,299.00 ","  17,537.53 ","  19,117.01 ","  20,740.42 ","  21,961.47 ","  29,413.34 ","  31,574.46 ","  31,034.39 ","  14,830.67 ","  9,197.32 ","  24,541.55 "
,,,,ชาวไทย,"  11,518.01 ","  13,581.38 ","  14,607.04 ","  15,942.25 ","  17,195.26 ","  18,229.07 ","  25,124.55 ","  26,970.57 ","  26,375.48 ","  14,025.58 ","  9,173.03 ","  24,219.36 "
,,,,ชาวต่างประเทศ,"  1,839.40 ","  2,717.62 ","  2,930.49 ","  3,174.76 ","  3,545.16 ","  3,732.40 ","  4,288.79 ","  4,603.89 ","  4,658.91 ",  805.09 ,  24.29 ,  322.19 
,ประจวบคีรีขันธ์,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  3,080,614 ","  4,115,740 ","  4,417,025 ","  4,660,994 ","  4,835,371 ","  4,979,804 ","  6,918,369 ","  7,169,527 ","  7,259,669 ","  4,244,233 ","  3,090,526 ","  9,470,675 "
,,,,ชาวไทย,"  2,396,825 ","  3,249,413 ","  3,500,499 ","  3,730,557 ","  3,868,173 ","  4,015,323 ","  5,713,341 ","  5,938,354 ","  6,023,393 ","  4,036,275 ","  3,081,585 ","  9,319,587 "
,,,,ชาวต่างประเทศ,"  683,789 ","  866,327 ","  916,526 ","  930,437 ","  967,198 ","  964,481 ","  1,205,028 ","  1,231,173 ","  1,236,276 ","  207,958 ","  8,941 ","  151,088 "
,,,จำนวนนักท่องเที่ยว,รวม,"  1,931,581 ","  2,603,308 ","  2,770,413 ","  2,954,914 ","  3,045,229 ","  3,108,886 ","  4,388,662 ","  4,505,546 ","  4,587,743 ","  2,579,348 ","  1,870,942 ","  5,343,423 "
,,,,ชาวไทย,"  1,345,210 ","  1,860,449 ","  1,984,043 ","  2,161,675 ","  2,223,244 ","  2,289,813 ","  3,357,930 ","  3,458,347 ","  3,532,713 ","  2,409,514 ","  1,863,661 ","  5,225,386 "
,,,,ชาวต่างประเทศ,"  586,371 ","  742,859 ","  786,370 ","  793,239 ","  821,985 ","  819,073 ","  1,030,732 ","  1,047,199 ","  1,055,030 ","  169,834 ","  7,281 ","  118,037 "
,,,จำนวนนักทัศนาจร,รวม,"  1,149,033 ","  1,512,432 ","  1,646,612 ","  1,706,080 ","  1,790,142 ","  1,870,918 ","  2,529,707 ","  2,663,981 ","  2,671,926 ","  1,664,885 ","  1,219,584 ","  4,127,252 "
,,,,ชาวไทย,"  1,051,615 ","  1,388,964 ","  1,516,456 ","  1,568,882 ","  1,644,929 ","  1,725,510 ","  2,355,411 ","  2,480,007 ","  2,490,680 ","  1,626,761 ","  1,217,924 ","  4,094,201 "
,,,,ชาวต่างประเทศ,"  97,418 ","  123,468 ","  130,156 ","  137,198 ","  145,213 ","  145,408 ","  174,296 ","  183,974 ","  181,246 ","  38,124 ","  1,660 ","  33,051 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  17,318.07 ","  22,668.00 ","  24,317.29 ","  25,905.56 ","  28,268.48 ","  29,520.16 ","  39,714.82 ","  42,146.80 ","  42,392.63 ","  18,519.67 ","  11,783.20 ","  33,871.62 "
,,,,ชาวไทย,"  11,355.89 ","  14,595.47 ","  15,834.35 ","  17,125.33 ","  18,683.64 ","  19,640.36 ","  26,881.88 ","  28,302.37 ","  28,601.83 ","  16,630.09 ","  11,732.72 ","  32,401.83 "
,,,,ชาวต่างประเทศ,"  5,962.18 ","  8,072.53 ","  8,482.94 ","  8,780.23 ","  9,584.84 ","  9,879.80 ","  12,832.94 ","  13,844.43 ","  13,790.80 ","  1,889.58 ",  50.48 ,"  1,469.79 "
